,GSM1354764,GSM1354765,GSM1354766,GSM1354767,GSM1354768,GSM1354769,GSM1354770,GSM1354771,GSM1354772,GSM1354773
AC130472.1,5.064596,5.472244,5.2030725,6.3373175,4.7691402,5.759488,5.7958007,4.9044905,6.058072,6.0004535
AC131235.1,9.572421,9.494317,9.627589,9.410034,8.995068,10.531417,10.556479,10.343702,10.506424,10.464759
AC131254.1,5.4825807,5.511708,4.35861,5.3268785,5.715525,4.62388,3.179715,4.8551755,4.782921,4.1920447
AC131392.1,4.2733335,4.4648046,4.9196258,4.5426054,4.2332926,6.6369433,5.6605635,6.5232205,6.9625897,6.851646
AC131935.2,6.817469,7.412157,7.311023,7.3407197,7.3191824,6.451071,6.1527057,6.5445004,6.62027,6.5670333
AC132153.1,7.137187,7.158319,7.282353,7.356391,7.04739,6.9520416,7.4777446,7.3108635,6.66471,6.5870104
AC132807.2,7.314738,7.7426796,8.021641,7.797167,7.643143,7.1640425,7.122719,7.3012443,7.295242,6.8458724
AC132872.4,5.3570194,5.5114117,5.608233,5.3636107,5.414597,5.457694,5.0666604,6.192311,5.8200817,5.0115376
AC133548.1,2.7251294,2.9313414,2.7684112,3.1148117,3.3692727,5.1260586,3.7594337,4.50756,5.208219,4.8187823
AC133552.1,6.4988613,6.2160783,6.34056,6.1683483,6.5231237,6.198232,5.968114,5.378316,6.176222,6.086673
AC133637.1,6.006808,5.8564587,6.0266156,6.0300055,5.7026205,5.632604,6.62735,5.7084346,5.2488446,6.0508146
AC133785.1,6.1066556,6.5396695,6.4215827,6.946609,6.885412,6.275041,6.612284,6.609991,6.3844905,6.989104
AC134682.1,7.3407197,7.0475097,6.753633,6.4266467,7.6420193,6.389414,6.045066,5.816901,6.3802648,7.0725713
AC134698.1,8.6276865,13.491062,7.8984194,7.810121,8.048288,7.6801133,6.9225087,7.669637,8.000184,7.9060555
AC134915.1,4.8935046,4.953233,4.8839006,4.954258,6.011185,5.291481,3.493002,5.6500206,4.218453,5.082423
AC135050.1,7.9505773,8.425784,7.6845117,7.9956484,8.226352,5.6071606,5.0774994,6.0717235,5.7886147,5.8608294
AC135068.2,7.7562056,7.6058526,7.5269084,7.182659,7.865611,7.1694374,6.10279,6.876852,6.988126,7.166875
AC135166.1,5.494497,5.176794,5.7096515,5.1033187,6.1472836,4.8737917,5.1922474,5.5148344,5.119313,4.5916214
AC135983.2,6.134497,5.9870663,4.2638764,4.629217,4.98571,4.520256,4.330833,4.5774264,4.9683514,4.813601
AC136285.1,4.932066,5.30149,6.4411,5.361596,5.669202,5.3626103,5.6708627,5.4021926,4.7434196,5.774927
AC136469.1,7.816706,7.7687573,7.663994,7.72998,7.565635,8.333365,8.434526,8.135158,8.361298,8.4711275
AC136475.2,7.358137,7.1655254,7.1915593,7.167225,7.42606,7.530224,7.7382817,7.643794,7.432003,7.3694897
AC136604.3,5.5705137,5.929552,5.2098207,5.200009,5.455374,5.110224,4.8855596,5.262714,5.1899137,5.6558704
AC136621.1,3.815777,5.7400417,5.23977,4.6865134,5.0085816,4.9328375,4.1556973,5.058423,3.5502338,3.9322824
AC136632.2,5.9970865,5.5465045,6.0753045,5.841865,5.849475,6.3027554,5.97448,6.4765463,6.2060733,6.0413585
AC137630.1,7.220086,7.587458,7.352795,7.5957875,7.002991,6.9709353,6.915184,7.018979,6.601316,6.5248957
AC137770.1,6.134687,6.581814,6.9179378,6.732232,6.424387,5.947656,6.067363,6.5499897,5.745163,5.348835
AC137834.2,5.5567727,6.8436894,6.6148524,6.880773,5.6481786,7.0940404,7.527449,7.151861,7.4072285,7.3460503
AC137932.2,5.1854906,4.745083,5.0105486,5.774808,5.9377375,4.7288127,6.1007104,5.576981,4.715317,5.552411
AC138028.4,4.7529616,5.002431,4.9321203,4.716928,4.7654724,5.950953,4.6295533,5.956664,5.9142118,5.8057523
AC138150.1,5.62902,5.8296814,5.636828,5.675502,7.203549,6.061922,5.7350616,6.305817,6.2392206,6.3488245
AC138150.2,6.3916554,6.5710177,6.904545,6.5952663,7.1082582,6.8110967,6.634268,7.069949,6.5127926,6.2377367
AC138207.8,3.834234,4.259732,4.617464,3.704268,4.7399726,4.503694,4.218771,3.8594062,6.1936584,5.528666
AC138356.1,5.032014,6.7620497,6.8790317,6.6440635,6.7201858,6.772069,6.543815,6.6672387,6.931509,6.9350433
AC138393.1,4.7860994,5.2289443,4.975527,4.6318703,5.256117,5.097469,4.2997284,5.263403,4.6437674,4.395402
AC138512.1,6.4566336,6.591406,6.4912753,6.382646,6.492208,6.1904593,5.9095917,6.3032813,5.7817106,5.564834
AC138627.1,5.0095043,5.5646176,5.5955434,5.6954923,5.857868,5.713434,5.031271,5.787214,5.5547037,5.897602
AC138776.1,8.254509,7.5960007,7.7601557,7.958933,8.87612,8.519736,8.612389,8.27054,8.65016,8.824703
AC138811.2,10.167792,10.791347,10.212446,10.32542,10.684429,10.289022,10.2971115,9.997529,9.575622,9.734417
AC139100.1,6.7657557,7.0670223,6.776325,6.726463,6.736898,6.196215,5.8763714,6.176929,6.5670333,6.2686605
AC139143.1,9.687892,9.498506,9.653983,9.735969,9.710572,9.455816,9.373357,9.024693,8.863308,9.027163
AC139149.1,5.4344535,6.0765047,6.0991483,5.720525,5.7790227,6.123157,6.412306,6.1799726,5.7279468,6.2229953
AC139712.1,8.174129,7.820046,8.135768,8.190452,8.603632,7.3491096,8.220903,7.4955926,6.9180236,7.385147
AC139712.3,5.9119887,5.625138,5.442189,6.1075096,5.722101,5.9140224,4.718359,5.983211,6.3136525,6.054379
AC140481.3,6.670269,5.9278235,6.1489725,6.1230297,6.997216,5.983422,5.542138,5.542021,5.6961107,5.544652
AC144568.2,6.892945,7.0792017,6.754141,6.809209,6.443735,6.086912,5.9653177,6.686056,6.0013537,6.1462717
AC144573.1,8.550891,8.972435,9.175337,9.370117,8.688829,8.555241,8.765583,8.780066,8.6897135,8.579346
AC145625.1,6.8371325,6.9325805,7.115218,6.956656,7.186565,6.617202,6.1489725,6.8029323,6.7219296,6.4775767
AC146507.1,5.5383725,5.6122046,6.040477,5.458704,5.96118,4.9674044,4.8408194,4.779137,5.167903,4.40161
AC147055.2,3.6691928,4.356925,4.6062555,4.1697865,4.3923373,5.3296394,4.132844,5.2984343,5.8178763,5.4499245
AC147067.1,2.5024626,2.9313414,2.6031299,2.431473,3.9679213,5.5963597,6.048481,4.8321934,4.88353,5.9142118
AC147651.2,6.3841453,4.398409,5.227182,4.522155,2.4545994,4.4595428,4.205805,3.397119,2.6548514,4.6099954
AC148477.4,6.329444,6.0797453,6.516015,6.808783,6.3941483,5.8088,6.413545,6.2045937,5.87371,6.801098
AC159540.1,8.871959,8.984659,8.976023,8.508525,8.970572,9.73259,9.748762,9.488938,9.527793,9.621662
AC187653.1,7.166875,6.6104074,6.7115884,7.06789,6.8705044,6.5110064,6.401066,6.9139786,6.306513,6.13707
AC209007.1,6.246407,6.281587,6.713042,6.536078,7.7454863,6.2459164,6.6513543,6.4998703,6.3968315,6.1134763
AC209154.1,12.561529,12.708447,12.533849,12.789294,12.8048,11.997851,11.921025,12.242121,10.890294,12.017007
AC211433.1,6.6566935,6.836393,6.5809655,6.826333,7.385469,6.7481523,6.2378726,6.474441,6.3992796,7.0013227
AC211433.3,6.8747144,7.4650564,7.0703893,7.450159,7.007163,6.425101,6.2161593,6.4365273,5.7312603,5.89927
AC211486.5,5.954077,6.4492793,6.1511374,6.386873,6.2915487,5.6929417,5.0871816,5.6029506,5.494362,4.9095483
AC211486.8,6.642504,6.798121,7.052889,7.127381,6.8411274,6.9689007,6.6113067,7.2015476,7.0446215,6.9057674
AC226119.2,6.3527513,4.823028,5.7392097,5.044968,4.927377,5.5676565,4.5125604,5.2496977,5.1833754,4.6530714
AC231533.2,5.77876,6.4254274,6.310018,6.129615,5.5899763,6.954802,6.1286855,6.923998,6.9071493,6.8770638
AC231760.1,8.690426,5.491691,5.8926945,4.809475,5.7670946,4.8289347,6.1153784,5.927161,4.765213,5.681173
AC233266.2,3.584134,2.9313414,2.5673485,2.8317263,2.7059898,5.520216,4.1954737,5.3701634,5.564791,5.514126
AC233279.1,6.0547805,6.802751,6.4466815,6.6936436,6.755549,6.7620497,6.3720675,6.6480656,6.7740436,6.4000635
AC233289.1,5.7565923,5.68249,5.1362333,4.484761,4.8644505,5.647507,4.950085,5.394225,6.321138,5.7337623
AC233724.5,5.4676824,5.240185,4.9424834,4.915454,2.7719793,4.1367145,6.7410693,4.5419602,5.067022,5.592799
AC233964.1,7.401351,8.027058,7.734722,8.334179,7.3842154,7.785416,7.5517597,7.3464975,7.2256393,7.322447
AC233976.1,8.364855,8.422771,8.679782,8.257742,8.59007,8.421591,8.369249,8.318713,8.573612,8.617722
AC233982.1,4.8500566,5.5690165,6.07048,5.0727015,4.234855,5.8188186,5.269076,5.791297,5.315077,5.208219
AC234771.1,7.46342,7.590793,7.661172,7.6017833,7.563426,8.149195,7.921078,8.226352,8.2537775,8.261845
AC234775.2,5.299517,2.9313414,3.898571,5.2946954,5.1309857,5.0266848,3.683795,4.106701,4.493506,5.4998617
AC234775.3,6.691994,4.8739023,5.7922506,7.0734115,5.723197,4.94148,4.130085,5.178983,4.884007,5.952813
